﻿Name	HasModBuffClass	HasBuffTypeRef	SuggestedPhase	Confidence	File
BrimstoneFlames	N	Y			FargowiltasCrossmod.Content.Calamity.Bosses.BrimstoneElemental/BrimstoneEternity.cs|FargowiltasCrossmod.Content.Calamity.Bosses.CalamitasClone/BrimstoneBall.cs|FargowiltasCrossmod.Content.Calamity.Bosses.CalamitasClone/BrimstoneBarrageGravitating.cs|FargowiltasCrossmod.Content.Calamity.Bosses.CalamitasClone/BrimstoneFireball.cs|FargowiltasCrossmod.Content.Calamity.Bosses.CalamitasClone/ChargedGigablast.cs|FargowiltasCrossmod.Content.Calamity.Bosses.CalamitasClone/Fireblast.cs|FargowiltasCrossmod.Content.Calamity.Bosses.CalamitasClone/Gigablast.cs|FargowiltasCrossmod.Content.Calamity.Projectiles/BrimflameBurst.cs|FargowiltasCrossmod.Content.Calamity.Projectiles/HydrothermicVentShot.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantSCal.cs|FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
BurningBlood	N	Y			FargowiltasCrossmod.Content.Calamity.Bosses.Perforators/PerfExplosion.cs|FargowiltasCrossmod.Content.Calamity.Bosses.Perforators/PerforatorLegHitbox.cs|FargowiltasCrossmod.Content.Calamity.Bosses.Perforators/PerforatorRubble.cs|FargowiltasCrossmod.Content.Calamity.Bosses.Perforators/PerforatorSpike.cs|FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
CalamitousPresenceBuff	Y	Y	Unknown	Low	FargowiltasCrossmod.Content.Calamity.Buffs/CalamitousPresenceBuff.cs
ClippedWingsBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Globals/CalDLCNPCChanges.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
CrippledBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
CrushDepth	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
CurseoftheMoonBuff	N	Y			FargowiltasCrossmod.Content.Common.Bosses.Mutant/DLCMutantFishronRitual.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/DLCMutantSpearDash.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/DLCMutantSpearSpin.cs|FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs|FargowiltasCrossmod.Core.Calamity.ModPlayers/CalDLCPlayer.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
Daybroken	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
DefenselessBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
DemonicFlames	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
DemonshadeSetDevilBuff	N	Y			FargowiltasCrossmod.Core.Calamity.ModPlayers/CalDLCPlayer.cs
Dragonfire	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
ElementalMix	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
Enraged	N	Y			FargowiltasCrossmod.Core.Calamity.Globals/CalDLCNPCChanges.cs|FargowiltasCrossmod.Core.Calamity.ModPlayers/CalDLCPlayer.cs
FlamesoftheUniverseBuff	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
FlippedBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
FusedBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
GodEaterBuff	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
GodSlayerInferno	N	Y			FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantDoGBody.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantDoGHead.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantDoGTail.cs|FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
GuiltyBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
HadopelagicPressure	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
HeavyBleeding	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
HellFireBuff	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
HexedBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
HolyFlames	N	Y			FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantHolyRay.cs|FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
HolyInferno	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
HolyPriceBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
HypothermiaBuff	N	Y			FargowiltasCrossmod.Content.Calamity.Bosses.Cryogen/PermafrostBoss.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
InfestedBuff	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
Irradiated	N	Y			FargowiltasCrossmod.Content.Calamity.Projectiles/SulphurCloud.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantOldDuke.cs|FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
IvyVenomBuff	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
JammedBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
Laceration	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
LeadPoisonBuff	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
LethargicBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
LightningRodBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
LihzahrdCurseBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
LivingWastelandBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
LovestruckBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
LowGroundBuff	N	Y			FargowiltasCrossmod.Content.Calamity.Bosses.Crabulon/CrabulonEternity.cs|FargowiltasCrossmod.Content.Calamity.Bosses.Perforators/PerfsEternity.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
ManaBurn	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
MarkedforDeathBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
MidasBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
MiracleBlight	N	Y			FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantAresBomb.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantAresNuke.cs|FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
MutantFangBuff	N	Y			FargowiltasCrossmod.Content.Common.Bosses.Mutant/DLCMutantFishronRitual.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/DLCMutantSpearDash.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/DLCMutantSpearSpin.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantAresBomb.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantAresNuke.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantAureusSpawn.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantDoGBody.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantDoGHead.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantDoGTail.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantHolyRay.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantPBG.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantPolter.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantSCal.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantSlimeGod.cs|FargowiltasCrossmod.Core.Calamity.ModPlayers/CalDLCPlayer.cs
MutantNibbleBuff	N	Y			FargowiltasCrossmod.Content.Common.Bosses.Mutant/DLCMutantFishronRitual.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
MutantPresenceBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Globals/CalDLCNPCChanges.cs
NanoInjectionBuff	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
NeurotoxinBuff	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
Nightwither	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
NullificationCurseBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCNPCDetours.cs
OceanicMaulBuff	N	Y			FargowiltasCrossmod.Content.Common.Bosses.Mutant/DLCMutantFishronRitual.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/DLCMutantSpearDash.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/DLCMutantSpearSpin.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
OiledBuff	N	Y			FargowiltasCrossmod.Content.Calamity.Bosses.HiveMind/HMEternity.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
OriPoisonBuff	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
PinkCandleBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Globals/CalDLCTileChanges.cs
Plague	N	Y			FargowiltasCrossmod.Content.Calamity.Items.Accessories.Enchantments/PlaguebringerEffect.cs|FargowiltasCrossmod.Content.Calamity.Projectiles/PlagueCloud.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantPBG.cs|FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
PungentGazeBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
PurgedBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
PurifiedBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
PurpleCandleBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Globals/CalDLCTileChanges.cs
ReaverRage	N	Y			FargowiltasCrossmod.Content.Calamity.Items.Accessories.Enchantments/HydrothermicEffect.cs|FargowiltasCrossmod.Content.Calamity.Items.Accessories.Enchantments/ReaverEffect.cs
ReverseManaFlowBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
RiptideDebuff	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
RottingBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
RushJobBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
SagePoison	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
SearingLava	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
Shadowflame	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
ShadowflameBuff	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
Shred	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
SilvaRevival	N	Y			FargowiltasCrossmod.Core.Calamity.ModPlayers/CalDLCPlayer.cs
SmiteBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
SnowstormCDBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
SolarFlareBuff	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
SqueakyToyBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
StaticDischarge	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
StunnedBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
SulphuricPoisoning	N	Y			FargowiltasCrossmod.Content.Calamity.Projectiles/GaleSpine.cs|FargowiltasCrossmod.Content.Calamity.Projectiles/SulphurParticulate.cs|FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
SwarmingBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
TimeFrozenBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
TrueVulnerabilityHex	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
TwinsInstallBuff	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs|FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
UnluckyBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
UnstableBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Systems/CalDLCCompatibilityMisc.cs
Vaporfied	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
VermillionFlux	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
Voidfrost	N	Y			FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
VulnerabilityHex	N	Y			FargowiltasCrossmod.Content.Calamity.Bosses.CalamitasClone/BrimstoneBarrageGravitating.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantSCal.cs|FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
WeakBrimstoneFlames	N	Y			FargowiltasCrossmod.Content.Calamity.Bosses.BrimstoneElemental/BrimstoneFireblast.cs|FargowiltasCrossmod.Core.Calamity/CalDLCSets.cs
WhisperingDeath	N	Y			FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantDoGBody.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantDoGHead.cs|FargowiltasCrossmod.Content.Common.Bosses.Mutant/MutantDoGTail.cs
YellowCandleBuff	N	Y			FargowiltasCrossmod.Core.Calamity.Globals/CalDLCTileChanges.cs
