﻿# EmojBuffModScanner catalog
# Mod: CalValEX
# Scanned: 2026-05-20T08:27:20.5179695Z
# Source: C:\Users\14451\Documents\My Games\Terraria\tModLoader\ModSources\EvenMoreOverpoweredJourney\Data\BuffModSupport\decompiled_cache\CalValEX\decompiled_cs
StableKey	ClassName	File	SuggestedPhase	Confidence	StatSignals	VisualSignals	EntitySignals	Note
CalValEX/BlockarozBuff	BlockarozBuff	CalValEX.Buffs.Pets/BlockarozBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/BloodstoneCarriageBuff	BloodstoneCarriageBuff	CalValEX.Buffs.Mounts/BloodstoneCarriageBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/BrimberryBuff	BrimberryBuff	CalValEX.Buffs.Pets/BrimberryBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/BuppyBuff	BuppyBuff	CalValEX.Buffs.Pets/BuppyBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/CalamityBABYBuff	CalamityBABYBuff	CalValEX.Buffs.Pets/CalamityBABYBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/CatfishBuff	CatfishBuff	CalValEX.Buffs.Pets/CatfishBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/ChilledOut	ChilledOut	CalValEX.Buffs.Pets/ChilledOut.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/ClamHermitBuff	ClamHermitBuff	CalValEX.Buffs.Pets/ClamHermitBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/ClassicBrimmyBuff	ClassicBrimmyBuff	CalValEX.Buffs.Transformations/ClassicBrimmyBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/CloudTransformationBuff	CloudTransformationBuff	CalValEX.Buffs.Transformations/CloudTransformationBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/CnidBuff	CnidBuff	CalValEX.Buffs.Pets/CnidBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/CoolBlueBuff	CoolBlueBuff	CalValEX.Buffs.Pets/CoolBlueBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/CrabBuff	CrabBuff	CalValEX.Buffs.Pets/CrabBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/CrystalBuff	CrystalBuff	CalValEX.Buffs.Pets.Scuttlers/CrystalBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/DEBuff	DEBuff	CalValEX.Buffs.Pets/DEBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/DarksunSpiritBuff	DarksunSpiritBuff	CalValEX.Buffs.LightPets/DarksunSpiritBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/DebrisMount	DebrisMount	CalValEX.Buffs.Mounts/DebrisMount.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/DesertBuff	DesertBuff	CalValEX.Buffs.Pets/DesertBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/DeusBuff	DeusBuff	CalValEX.Buffs.Pets/DeusBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/DiamondBuff	DiamondBuff	CalValEX.Buffs.Pets.Scuttlers/DiamondBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/DiggerBuff	DiggerBuff	CalValEX.Buffs.LightPets/DiggerBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/DogBuff	DogBuff	CalValEX.Buffs.Pets/DogBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/Doggobuff	Doggobuff	CalValEX.Buffs.Pets/Doggobuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/DraedonCartBuff	DraedonCartBuff	CalValEX.Buffs.Mounts/DraedonCartBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/EggBuff	EggBuff	CalValEX.Buffs.Pets/EggBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/EmeraldBuff	EmeraldBuff	CalValEX.Buffs.Pets.Scuttlers/EmeraldBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/EnredBuff	EnredBuff	CalValEX.Buffs.LightPets/EnredBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/EurosBuff	EurosBuff	CalValEX.Buffs.Pets/EurosBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/Excalibuff	Excalibuff	CalValEX.Buffs.Pets/Excalibuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/ExoMayhemBuff	ExoMayhemBuff	CalValEX.Buffs.Pets.ExoMechs/ExoMayhemBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/FathomEelBuff	FathomEelBuff	CalValEX.Buffs.Pets/FathomEelBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/FistuloidBuff	FistuloidBuff	CalValEX.Buffs.Pets/FistuloidBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/FloatyBuff	FloatyBuff	CalValEX.Buffs.Mounts/FloatyBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/FogBuff	FogBuff	CalValEX.Buffs.Pets/FogBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/FollyBuff	FollyBuff	CalValEX.Buffs.Pets/FollyBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/GeorgeBuff	GeorgeBuff	CalValEX.Buffs.Pets/GeorgeBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/GodRiderBuff	GodRiderBuff	CalValEX.Buffs.Mounts/GodRiderBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/GodrgeBuff	GodrgeBuff	CalValEX.Buffs.LightPets/GodrgeBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/GoozmaBuff	GoozmaBuff	CalValEX.Buffs.Pets/GoozmaBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/GrandBuff	GrandBuff	CalValEX.Buffs.Pets/GrandBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/HadarianBuff	HadarianBuff	CalValEX.Buffs.Mounts/HadarianBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/HeatBuff	HeatBuff	CalValEX.Buffs.LightPets/HeatBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/HiveVuff	HiveVuff	CalValEX.Buffs.Mounts/HiveVuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/HivelingBuff	HivelingBuff	CalValEX.Buffs.Pets/HivelingBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/HoodiedolistBuff	HoodiedolistBuff	CalValEX.Buffs.Pets/HoodiedolistBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/ImpBuff	ImpBuff	CalValEX.Buffs.LightPets/ImpBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/JaredBuff	JaredBuff	CalValEX.Buffs.Pets/JaredBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/JellyBuff	JellyBuff	CalValEX.Buffs.Pets/JellyBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/JunkoBuff	JunkoBuff	CalValEX.Buffs.Pets/JunkoBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/LeviathanMountBuff	LeviathanMountBuff	CalValEX.Buffs.Mounts/LeviathanMountBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/LumpyBuff	LumpyBuff	CalValEX.Buffs.Pets/LumpyBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/MechaGeorgeBuff	MechaGeorgeBuff	CalValEX.Buffs.Pets/MechaGeorgeBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/MiniBumbleBuff	MiniBumbleBuff	CalValEX.Buffs.Pets/MiniBumbleBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/MiniDogeBuff	MiniDogeBuff	CalValEX.Buffs.Pets/MiniDogeBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/MoistBuff	MoistBuff	CalValEX.Buffs.Pets.Elementals/MoistBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/MoistScourgeBuff	MoistScourgeBuff	CalValEX.Buffs.Pets/MoistScourgeBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/MorshuBuff	MorshuBuff	CalValEX.Items.Mounts.Morshu/MorshuBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/MushroomWardenBuff	MushroomWardenBuff	CalValEX.Buffs.Transformations/MushroomWardenBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/NautilusJrBuff	NautilusJrBuff	CalValEX.Buffs.Pets/NautilusJrBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/NuclearFuryshronBuff	NuclearFuryshronBuff	CalValEX.Buffs.Pets/NuclearFuryshronBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/NuclearHorrorBuff	NuclearHorrorBuff	CalValEX.Buffs.Mounts/NuclearHorrorBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/NuggetBuff	NuggetBuff	CalValEX.Buffs.Pets/NuggetBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/OmegaSquidBuff	OmegaSquidBuff	CalValEX.Buffs.Pets/OmegaSquidBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/OrbBuff	OrbBuff	CalValEX.Buffs.Pets/OrbBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/PBGMountBuff	PBGMountBuff	CalValEX.Buffs.Mounts/PBGMountBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/PhageBuff	PhageBuff	CalValEX.Buffs.Pets/PhageBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/PhantomBuff	PhantomBuff	CalValEX.Buffs.LightPets/PhantomBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/PillagerBuff	PillagerBuff	CalValEX.Buffs.Pets/PillagerBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/PolterBuff	PolterBuff	CalValEX.Buffs.Pets/PolterBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/ProBuff	ProBuff	CalValEX.Buffs.LightPets/ProBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/ProtoRingBuff	ProtoRingBuff	CalValEX.Buffs.Transformations/ProtoRingBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/PuppoBuff	PuppoBuff	CalValEX.Buffs.Pets/PuppoBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/PylonBuff	PylonBuff	CalValEX.Buffs.LightPets/PylonBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/RareSsandBuff	RareSsandBuff	CalValEX.Buffs.Pets.Elementals/RareSsandBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/ReaperBuff	ReaperBuff	CalValEX.Buffs.Pets/ReaperBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/RedPandaBuff	RedPandaBuff	CalValEX.Buffs.Pets/RedPandaBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/Rembuff	Rembuff	CalValEX.Buffs.Pets/Rembuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/RepurposedMonitorBuff	RepurposedMonitorBuff	CalValEX.Buffs.Pets/RepurposedMonitorBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/RoverSpindleBuff	RoverSpindleBuff	CalValEX.Buffs.Pets/RoverSpindleBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/RubyBuff	RubyBuff	CalValEX.Buffs.Pets.Scuttlers/RubyBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/RustyBuff	RustyBuff	CalValEX.Buffs.Pets/RustyBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/SWPetBuff	SWPetBuff	CalValEX.Buffs.Pets/SWPetBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/SadStoneBuff	SadStoneBuff	CalValEX.Buffs.Pets/SadStoneBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/SandTransformationBuff	SandTransformationBuff	CalValEX.Buffs.Transformations/SandTransformationBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/SapphireBuff	SapphireBuff	CalValEX.Buffs.Pets.Scuttlers/SapphireBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/ScorchingFuryshronBuff	ScorchingFuryshronBuff	CalValEX.Buffs.Pets/ScorchingFuryshronBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/ScourgeBuff	ScourgeBuff	CalValEX.Buffs.Pets/ScourgeBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/SeerBuff	SeerBuff	CalValEX.Buffs.LightPets/SeerBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/SentiPet	SentiPet	CalValEX.Buffs.Pets/SentiPet.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/SepulcherBuff	SepulcherBuff	CalValEX.Buffs.Pets/SepulcherBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/SepulcherBuffNeo	SepulcherBuffNeo	CalValEX.Buffs.Pets/SepulcherBuffNeo.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/ShartBuff	ShartBuff	CalValEX.Buffs.Pets/ShartBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/SigBuff	SigBuff	CalValEX.Buffs.Pets/SigBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/SignutTransformationBuff	SignutTransformationBuff	CalValEX.Buffs.Transformations/SignutTransformationBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/SilvaJeepBuff	SilvaJeepBuff	CalValEX.Buffs.Mounts/SilvaJeepBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/SkaterBuff	SkaterBuff	CalValEX.Buffs.Pets/SkaterBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/SlimeBuff	SlimeBuff	CalValEX.Buffs.Pets/SlimeBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/SmaulerBuff	SmaulerBuff	CalValEX.Buffs.Pets/SmaulerBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/SolarBunBuff	SolarBunBuff	CalValEX.Buffs.LightPets/SolarBunBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/SsandBuff	SsandBuff	CalValEX.Buffs.Pets.Elementals/SsandBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/StasisArmoredBuff	StasisArmoredBuff	CalValEX.Buffs.Pets/StasisArmoredBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/StasisNakedBuff	StasisNakedBuff	CalValEX.Buffs.Pets/StasisNakedBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/SupJewelBuff	SupJewelBuff	CalValEX.Buffs.LightPets/SupJewelBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/TUBBUFF	TUBBUFF	CalValEX.Buffs.Pets/TUBBUFF.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/TerminalRockBuff	TerminalRockBuff	CalValEX.Buffs.Pets/TerminalRockBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/ThanatosBuff	ThanatosBuff	CalValEX.Buffs.Pets.ExoMechs/ThanatosBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/TopazBuff	TopazBuff	CalValEX.Buffs.Pets.Scuttlers/TopazBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/TractorMount	TractorMount	CalValEX.Buffs.Mounts/TractorMount.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/TwinsBuff	TwinsBuff	CalValEX.Buffs.Pets.ExoMechs/TwinsBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/UngodlyBuff	UngodlyBuff	CalValEX.Buffs.Pets/UngodlyBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/VanityCoreBuff	VanityCoreBuff	CalValEX.Buffs.LightPets/VanityCoreBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/WulfrumArmy	WulfrumArmy	CalValEX.Buffs.Pets/WulfrumArmy.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/WyrmBuff	WyrmBuff	CalValEX.Buffs.Pets/WyrmBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/YeetBuff	YeetBuff	CalValEX.Buffs.LightPets/YeetBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/YharimSquidBuff	YharimSquidBuff	CalValEX.Buffs.Pets/YharimSquidBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/YharonMountBuff	YharonMountBuff	CalValEX.Buffs.Mounts/YharonMountBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/YhogoStickBuff	YhogoStickBuff	CalValEX.Buffs.Mounts/YhogoStickBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
CalValEX/ZygoteBuff	ZygoteBuff	CalValEX.Buffs.Pets/ZygoteBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/ckidbuff	ckidbuff	CalValEX.Buffs.Pets/ckidbuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/cloudbuff	cloudbuff	CalValEX.Buffs.Pets.Elementals/cloudbuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/minihotebuff	minihotebuff	CalValEX.Buffs.Pets.Elementals/minihotebuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
CalValEX/rarebrimlingbuff	rarebrimlingbuff	CalValEX.Buffs.Pets.Elementals/rarebrimlingbuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
