﻿Name	HasModBuffClass	HasBuffTypeRef	SuggestedPhase	Confidence	File
CrimsonRegenBuff	Y	Y	Mixed	Low	FargowiltasSouls.Content.Buffs.Souls/CrimsonRegenBuff.cs
CrippledBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/CrippledBuff.cs
CrystalSkullBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Minions/CrystalSkullBuff.cs
CurseoftheMoonBuff	Y	Y	Stat	High	FargowiltasSouls.Content.Buffs.Masomode/CurseoftheMoonBuff.cs
DefenselessBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/DefenselessBuff.cs
DoveBuff	Y	Y	CombatVisual	Medium	FargowiltasSouls.Content.Patreon.ManliestDove/DoveBuff.cs
DukeFishronBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Patreon.DemonKing/DukeFishronBuff.cs
EarthPoison	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/EarthPoison.cs
EaterMinionBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Minions/EaterMinionBuff.cs
FirstStrikeBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/FirstStrikeBuff.cs
FishMinionBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Patreon.Sasha/FishMinionBuff.cs
FlamesoftheUniverseBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/FlamesoftheUniverseBuff.cs
FlippedBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/FlippedBuff.cs
FossilReviveCDBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/FossilReviveCDBuff.cs
FrozenBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/FrozenBuff.cs
FusedBuff	Y	Y	CombatVisual	Medium	FargowiltasSouls.Content.Buffs.Masomode/FusedBuff.cs
GladiatorBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs/GladiatorBuff.cs
GladiatorSpiritBuff	Y	Y	Stat	High	FargowiltasSouls.Content.Buffs/GladiatorSpiritBuff.cs
GodEaterBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/GodEaterBuff.cs
GoldenStasisBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/GoldenStasisBuff.cs
GoldenStasisCDBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/GoldenStasisCDBuff.cs
GrabbedBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Boss/GrabbedBuff.cs
GrabbedHarmlessBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Boss/GrabbedHarmlessBuff.cs
GuiltyBuff	Y	Y	Stat	High	FargowiltasSouls.Content.Buffs.Masomode/GuiltyBuff.cs
HallowCooldownBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/HallowCooldownBuff.cs
HallowIlluminatedBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/HallowIlluminatedBuff.cs
HellFireBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs/HellFireBuff.cs
HellFireMarkedBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs/HellFireMarkedBuff.cs
HexedBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/HexedBuff.cs
HolyPriceBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/HolyPriceBuff.cs
HuntressBleedBuff	Y	N	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/HuntressBleedBuff.cs
HuntressCDBuff	Y	N	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/HuntressCDBuff.cs
HypothermiaBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/HypothermiaBuff.cs
InfestedBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/InfestedBuff.cs
IvyVenomBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/IvyVenomBuff.cs
JammedBuff	Y	Y	Stat	High	FargowiltasSouls.Content.Buffs.Masomode/JammedBuff.cs
JungleMimicSummonBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Minions/JungleMimicSummonBuff.cs
KingSlimeMinionBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Patreon.Catsounds/KingSlimeMinionBuff.cs
LeadPoisonBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/LeadPoisonBuff.cs
LethargicBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/LethargicBuff.cs
LightningRodBuff	Y	Y	CombatVisual	Medium	FargowiltasSouls.Content.Buffs.Masomode/LightningRodBuff.cs
LihzahrdBlessingBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/LihzahrdBlessingBuff.cs
LihzahrdCurseBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/LihzahrdCurseBuff.cs
LivingWastelandBuff	Y	Y	CombatVisual	Medium	FargowiltasSouls.Content.Buffs.Masomode/LivingWastelandBuff.cs
LoosePocketsBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/LoosePocketsBuff.cs
LovestruckBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/LovestruckBuff.cs
LowGroundBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/LowGroundBuff.cs
LowGroundEridanusBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/LowGroundEridanusBuff.cs
LunarCultistBuff	Y	N	Unknown	Low	FargowiltasSouls.Content.Buffs.Minions/LunarCultistBuff.cs
MagicalCleanseCDBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs/MagicalCleanseCDBuff.cs
MagicalCurseBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/MagicalCurseBuff.cs
MarkedforDeathBuff	Y	Y	CombatVisual	Medium	FargowiltasSouls.Content.Buffs.Masomode/MarkedforDeathBuff.cs
MidasBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/MidasBuff.cs
MoltenAmplifyBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/MoltenAmplifyBuff.cs
MonkBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/MonkBuff.cs
MoonBowBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs/MoonBowBuff.cs
MoonFangBuff	Y	N	Unknown	Low	FargowiltasSouls.Content.Buffs.Boss/MoonFangBuff.cs
MushroomPowerBuff	Y	Y	Stat	High	FargowiltasSouls.Content.Buffs.Souls/MushroomPowerBuff.cs
MutantDesperationBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Boss/MutantDesperationBuff.cs
MutantFangBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Boss/MutantFangBuff.cs
MutantNibbleBuff	Y	Y	Stat	High	FargowiltasSouls.Content.Buffs.Masomode/MutantNibbleBuff.cs
MutantPowerBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Minions/MutantPowerBuff.cs
MutantPresenceBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Boss/MutantPresenceBuff.cs
MutantRebirthBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs/MutantRebirthBuff.cs
MutantSpawnBuff	Y	Y	CombatVisual	Medium	FargowiltasSouls.Content.Buffs.Pets/MutantSpawnBuff.cs
NanoInjectionBuff	Y	Y	Stat	High	FargowiltasSouls.Content.Buffs.Masomode/NanoInjectionBuff.cs
NebulaBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/NebulaBuff.cs
NeurotoxinBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/NeurotoxinBuff.cs
NibbleBuff	Y	Y	CombatVisual	Medium	FargowiltasSouls.Content.Buffs.Pets/NibbleBuff.cs
NullificationCurseBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/NullificationCurseBuff.cs
ObsidianLavaWetBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/ObsidianLavaWetBuff.cs
OceanicMaulBuff	Y	Y	Stat	Medium	FargowiltasSouls.Content.Buffs.Masomode/OceanicMaulBuff.cs
OceanicSealBuff	Y	Y	CombatVisual	Medium	FargowiltasSouls.Content.Buffs.Masomode/OceanicSealBuff.cs
OiledBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/OiledBuff.cs
OriPoisonBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/OriPoisonBuff.cs
PlanterasChildBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Minions/PlanterasChildBuff.cs
PrimeMinionBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Patreon.Purified/PrimeMinionBuff.cs
ProbesBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Minions/ProbesBuff.cs
PungentEyeballBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Minions/PungentEyeballBuff.cs
PungentGazeBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/PungentGazeBuff.cs
PurgedBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/PurgedBuff.cs
PurifiedBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/PurifiedBuff.cs
RainbowSlimeBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Minions/RainbowSlimeBuff.cs
RainCDBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/RainCDBuff.cs
RefreshedBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/RefreshedBuff.cs
ReverseManaFlowBuff	Y	Y	Stat	High	FargowiltasSouls.Content.Buffs.Masomode/ReverseManaFlowBuff.cs
ROBBuff	Y	Y	CombatVisual	Medium	FargowiltasSouls.Content.Patreon.DanielTheRobot/ROBBuff.cs
RoombaPetBuff	Y	Y	CombatVisual	Medium	FargowiltasSouls.Content.Patreon.Gittle/RoombaPetBuff.cs
RottingBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/RottingBuff.cs
RushJobBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/RushJobBuff.cs
SadismBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/SadismBuff.cs
SaucerMinionBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Minions/SaucerMinionBuff.cs
SeekerOfTreasuresBuff	Y	Y	CombatVisual	Medium	FargowiltasSouls.Content.Buffs.Pets/SeekerOfTreasuresBuff.cs
ShadowflameBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/ShadowflameBuff.cs
ShellHideBuff	Y	Y	CombatVisual	Medium	FargowiltasSouls.Content.Buffs.Souls/ShellHideBuff.cs
SkeletronArmsBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Minions/SkeletronArmsBuff.cs
SmiteBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/SmiteBuff.cs
SnowstormCDBuff	Y	N	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/SnowstormCDBuff.cs
SolarBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/SolarBuff.cs
SolarFlareBuff	Y	Y	CombatVisual	Medium	FargowiltasSouls.Content.Buffs.Souls/SolarFlareBuff.cs
SouloftheMasochistBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Minions/SouloftheMasochistBuff.cs
SqueakyToyBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/SqueakyToyBuff.cs
StardustBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/StardustBuff.cs
StunnedBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/StunnedBuff.cs
SublimationBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs/SublimationBuff.cs
SuperBleedBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/SuperBleedBuff.cs
SuperchargedBuff	Y	Y	Stat	Medium	FargowiltasSouls.Content.Buffs/SuperchargedBuff.cs
SwarmingBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/SwarmingBuff.cs
ThiefCDBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/ThiefCDBuff.cs
TimberBleedBuff	Y	N	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/TimberBleedBuff.cs
TimeFrozenBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/TimeFrozenBuff.cs
TimeStopCDBuff	Y	Y	CombatVisual	Medium	FargowiltasSouls.Content.Buffs.Souls/TimeStopCDBuff.cs
TitaniumCDBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/TitaniumCDBuff.cs
TitaniumDRBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/TitaniumDRBuff.cs
TouhouHoardBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Patreon.Tiger/TouhouHoardBuff.cs
TribalCharmClickBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs/TribalCharmClickBuff.cs
TrojanSquirrelMountBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Mounts/TrojanSquirrelMountBuff.cs
TrueEyesBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Minions/TrueEyesBuff.cs
TwinsEXBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Minions/TwinsEXBuff.cs
TwinsInstallBuff	Y	Y	Stat	Medium	FargowiltasSouls.Content.Buffs/TwinsInstallBuff.cs
UnluckyBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/UnluckyBuff.cs
UnstableBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Masomode/UnstableBuff.cs
VortexBuff	Y	Y	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/VortexBuff.cs
VortexCDBuff	Y	N	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/VortexCDBuff.cs
WitheredBuff	Y	N	Unknown	Low	FargowiltasSouls.Content.Buffs.Souls/WitheredBuff.cs
