﻿# EmojBuffModScanner catalog
# Mod: FargowiltasSouls
# Scanned: 2026-05-20T08:27:33.3166647Z
# Source: C:\Users\14451\Documents\My Games\Terraria\tModLoader\ModSources\EvenMoreOverpoweredJourney\Data\BuffModSupport\decompiled_cache\FargowiltasSouls\decompiled_cs
StableKey	ClassName	File	SuggestedPhase	Confidence	StatSignals	VisualSignals	EntitySignals	Note
FargowiltasSouls/HallowIlluminatedBuff	HallowIlluminatedBuff	FargowiltasSouls.Content.Buffs.Masomode/HallowIlluminatedBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/HellFireBuff	HellFireBuff	FargowiltasSouls.Content.Buffs/HellFireBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/HellFireMarkedBuff	HellFireMarkedBuff	FargowiltasSouls.Content.Buffs/HellFireMarkedBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/HexedBuff	HexedBuff	FargowiltasSouls.Content.Buffs.Masomode/HexedBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/HolyPriceBuff	HolyPriceBuff	FargowiltasSouls.Content.Buffs.Masomode/HolyPriceBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/HuntressBleedBuff	HuntressBleedBuff	FargowiltasSouls.Content.Buffs.Souls/HuntressBleedBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/HuntressCDBuff	HuntressCDBuff	FargowiltasSouls.Content.Buffs.Souls/HuntressCDBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/HypothermiaBuff	HypothermiaBuff	FargowiltasSouls.Content.Buffs.Masomode/HypothermiaBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/InfestedBuff	InfestedBuff	FargowiltasSouls.Content.Buffs.Masomode/InfestedBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/IvyVenomBuff	IvyVenomBuff	FargowiltasSouls.Content.Buffs.Masomode/IvyVenomBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/JammedBuff	JammedBuff	FargowiltasSouls.Content.Buffs.Masomode/JammedBuff.cs	Stat	High	player\.GetDamage\s*\(|DamageClass\.			
FargowiltasSouls/JungleMimicSummonBuff	JungleMimicSummonBuff	FargowiltasSouls.Content.Buffs.Minions/JungleMimicSummonBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/KingSlimeMinionBuff	KingSlimeMinionBuff	FargowiltasSouls.Content.Patreon.Catsounds/KingSlimeMinionBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/LeadPoisonBuff	LeadPoisonBuff	FargowiltasSouls.Content.Buffs.Souls/LeadPoisonBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/LethargicBuff	LethargicBuff	FargowiltasSouls.Content.Buffs.Masomode/LethargicBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/LightningRodBuff	LightningRodBuff	FargowiltasSouls.Content.Buffs.Masomode/LightningRodBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
FargowiltasSouls/LihzahrdBlessingBuff	LihzahrdBlessingBuff	FargowiltasSouls.Content.Buffs.Masomode/LihzahrdBlessingBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/LihzahrdCurseBuff	LihzahrdCurseBuff	FargowiltasSouls.Content.Buffs.Masomode/LihzahrdCurseBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/LivingWastelandBuff	LivingWastelandBuff	FargowiltasSouls.Content.Buffs.Masomode/LivingWastelandBuff.cs	CombatVisual	Medium		Dust\.NewDust		
FargowiltasSouls/LoosePocketsBuff	LoosePocketsBuff	FargowiltasSouls.Content.Buffs.Masomode/LoosePocketsBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/LovestruckBuff	LovestruckBuff	FargowiltasSouls.Content.Buffs.Masomode/LovestruckBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/LowGroundBuff	LowGroundBuff	FargowiltasSouls.Content.Buffs.Masomode/LowGroundBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/LowGroundEridanusBuff	LowGroundEridanusBuff	FargowiltasSouls.Content.Buffs.Masomode/LowGroundEridanusBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/LunarCultistBuff	LunarCultistBuff	FargowiltasSouls.Content.Buffs.Minions/LunarCultistBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/MagicalCleanseCDBuff	MagicalCleanseCDBuff	FargowiltasSouls.Content.Buffs/MagicalCleanseCDBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/MagicalCurseBuff	MagicalCurseBuff	FargowiltasSouls.Content.Buffs.Masomode/MagicalCurseBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/MarkedforDeathBuff	MarkedforDeathBuff	FargowiltasSouls.Content.Buffs.Masomode/MarkedforDeathBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
FargowiltasSouls/MidasBuff	MidasBuff	FargowiltasSouls.Content.Buffs.Masomode/MidasBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/MoltenAmplifyBuff	MoltenAmplifyBuff	FargowiltasSouls.Content.Buffs.Souls/MoltenAmplifyBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/MonkBuff	MonkBuff	FargowiltasSouls.Content.Buffs.Souls/MonkBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/MoonBowBuff	MoonBowBuff	FargowiltasSouls.Content.Buffs/MoonBowBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/MoonFangBuff	MoonFangBuff	FargowiltasSouls.Content.Buffs.Boss/MoonFangBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/MushroomPowerBuff	MushroomPowerBuff	FargowiltasSouls.Content.Buffs.Souls/MushroomPowerBuff.cs	Stat	High	player\.GetDamage\s*\(|player\.GetCritChance\s*\(|DamageClass\.			
FargowiltasSouls/MutantDesperationBuff	MutantDesperationBuff	FargowiltasSouls.Content.Buffs.Boss/MutantDesperationBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/MutantFangBuff	MutantFangBuff	FargowiltasSouls.Content.Buffs.Boss/MutantFangBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/MutantNibbleBuff	MutantNibbleBuff	FargowiltasSouls.Content.Buffs.Masomode/MutantNibbleBuff.cs	Stat	High	player\.GetDamage\s*\(|DamageClass\.			
FargowiltasSouls/MutantPowerBuff	MutantPowerBuff	FargowiltasSouls.Content.Buffs.Minions/MutantPowerBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/MutantPresenceBuff	MutantPresenceBuff	FargowiltasSouls.Content.Buffs.Boss/MutantPresenceBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/MutantRebirthBuff	MutantRebirthBuff	FargowiltasSouls.Content.Buffs/MutantRebirthBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/MutantSpawnBuff	MutantSpawnBuff	FargowiltasSouls.Content.Buffs.Pets/MutantSpawnBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
FargowiltasSouls/NanoInjectionBuff	NanoInjectionBuff	FargowiltasSouls.Content.Buffs.Masomode/NanoInjectionBuff.cs	Stat	High	player\.stat\w+\s*[\+\-\*\/]?=|player\.GetDamage\s*\(|player\.moveSpeed\s*[\+\-\*\/]?=|DamageClass\.			
FargowiltasSouls/NebulaBuff	NebulaBuff	FargowiltasSouls.Content.Buffs.Souls/NebulaBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/NeurotoxinBuff	NeurotoxinBuff	FargowiltasSouls.Content.Buffs.Masomode/NeurotoxinBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/NibbleBuff	NibbleBuff	FargowiltasSouls.Content.Buffs.Pets/NibbleBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
FargowiltasSouls/NullificationCurseBuff	NullificationCurseBuff	FargowiltasSouls.Content.Buffs.Masomode/NullificationCurseBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/ObsidianLavaWetBuff	ObsidianLavaWetBuff	FargowiltasSouls.Content.Buffs.Souls/ObsidianLavaWetBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/OceanicMaulBuff	OceanicMaulBuff	FargowiltasSouls.Content.Buffs.Masomode/OceanicMaulBuff.cs	Stat	Medium	player\.stat\w+\s*[\+\-\*\/]?=			
FargowiltasSouls/OceanicSealBuff	OceanicSealBuff	FargowiltasSouls.Content.Buffs.Masomode/OceanicSealBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
FargowiltasSouls/OiledBuff	OiledBuff	FargowiltasSouls.Content.Buffs.Masomode/OiledBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/OriPoisonBuff	OriPoisonBuff	FargowiltasSouls.Content.Buffs.Souls/OriPoisonBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/PlanterasChildBuff	PlanterasChildBuff	FargowiltasSouls.Content.Buffs.Minions/PlanterasChildBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/PrimeMinionBuff	PrimeMinionBuff	FargowiltasSouls.Content.Patreon.Purified/PrimeMinionBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/ProbesBuff	ProbesBuff	FargowiltasSouls.Content.Buffs.Minions/ProbesBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/PungentEyeballBuff	PungentEyeballBuff	FargowiltasSouls.Content.Buffs.Minions/PungentEyeballBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/PungentGazeBuff	PungentGazeBuff	FargowiltasSouls.Content.Buffs.Masomode/PungentGazeBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/PurgedBuff	PurgedBuff	FargowiltasSouls.Content.Buffs.Masomode/PurgedBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/PurifiedBuff	PurifiedBuff	FargowiltasSouls.Content.Buffs.Masomode/PurifiedBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/ROBBuff	ROBBuff	FargowiltasSouls.Content.Patreon.DanielTheRobot/ROBBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
FargowiltasSouls/RainCDBuff	RainCDBuff	FargowiltasSouls.Content.Buffs.Souls/RainCDBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/RainbowSlimeBuff	RainbowSlimeBuff	FargowiltasSouls.Content.Buffs.Minions/RainbowSlimeBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/RefreshedBuff	RefreshedBuff	FargowiltasSouls.Content.Buffs.Masomode/RefreshedBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/ReverseManaFlowBuff	ReverseManaFlowBuff	FargowiltasSouls.Content.Buffs.Masomode/ReverseManaFlowBuff.cs	Stat	High	player\.GetDamage\s*\(|DamageClass\.			
FargowiltasSouls/RoombaPetBuff	RoombaPetBuff	FargowiltasSouls.Content.Patreon.Gittle/RoombaPetBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
FargowiltasSouls/RottingBuff	RottingBuff	FargowiltasSouls.Content.Buffs.Masomode/RottingBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/RushJobBuff	RushJobBuff	FargowiltasSouls.Content.Buffs.Masomode/RushJobBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/SadismBuff	SadismBuff	FargowiltasSouls.Content.Buffs.Masomode/SadismBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/SaucerMinionBuff	SaucerMinionBuff	FargowiltasSouls.Content.Buffs.Minions/SaucerMinionBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/SeekerOfTreasuresBuff	SeekerOfTreasuresBuff	FargowiltasSouls.Content.Buffs.Pets/SeekerOfTreasuresBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
FargowiltasSouls/ShadowflameBuff	ShadowflameBuff	FargowiltasSouls.Content.Buffs.Masomode/ShadowflameBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/ShellHideBuff	ShellHideBuff	FargowiltasSouls.Content.Buffs.Souls/ShellHideBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(|Dust\.NewDust		
FargowiltasSouls/SkeletronArmsBuff	SkeletronArmsBuff	FargowiltasSouls.Content.Buffs.Minions/SkeletronArmsBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/SmiteBuff	SmiteBuff	FargowiltasSouls.Content.Buffs.Masomode/SmiteBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/SnowstormCDBuff	SnowstormCDBuff	FargowiltasSouls.Content.Buffs.Souls/SnowstormCDBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/SolarBuff	SolarBuff	FargowiltasSouls.Content.Buffs.Souls/SolarBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/SolarFlareBuff	SolarFlareBuff	FargowiltasSouls.Content.Buffs.Souls/SolarFlareBuff.cs	CombatVisual	Medium		Projectile\.NewProjectile|NewProjectile\s*\(		
FargowiltasSouls/SouloftheMasochistBuff	SouloftheMasochistBuff	FargowiltasSouls.Content.Buffs.Minions/SouloftheMasochistBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/SqueakyToyBuff	SqueakyToyBuff	FargowiltasSouls.Content.Buffs.Masomode/SqueakyToyBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/StardustBuff	StardustBuff	FargowiltasSouls.Content.Buffs.Souls/StardustBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/StunnedBuff	StunnedBuff	FargowiltasSouls.Content.Buffs.Masomode/StunnedBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/SublimationBuff	SublimationBuff	FargowiltasSouls.Content.Buffs/SublimationBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/SuperBleedBuff	SuperBleedBuff	FargowiltasSouls.Content.Buffs.Souls/SuperBleedBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/SuperchargedBuff	SuperchargedBuff	FargowiltasSouls.Content.Buffs/SuperchargedBuff.cs	Stat	Medium	player\.moveSpeed\s*[\+\-\*\/]?=			
FargowiltasSouls/SwarmingBuff	SwarmingBuff	FargowiltasSouls.Content.Buffs.Masomode/SwarmingBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/ThiefCDBuff	ThiefCDBuff	FargowiltasSouls.Content.Buffs.Masomode/ThiefCDBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/TimberBleedBuff	TimberBleedBuff	FargowiltasSouls.Content.Buffs.Souls/TimberBleedBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/TimeFrozenBuff	TimeFrozenBuff	FargowiltasSouls.Content.Buffs.Souls/TimeFrozenBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/TimeStopCDBuff	TimeStopCDBuff	FargowiltasSouls.Content.Buffs.Souls/TimeStopCDBuff.cs	CombatVisual	Medium		Dust\.NewDust		
FargowiltasSouls/TitaniumCDBuff	TitaniumCDBuff	FargowiltasSouls.Content.Buffs.Souls/TitaniumCDBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/TitaniumDRBuff	TitaniumDRBuff	FargowiltasSouls.Content.Buffs.Souls/TitaniumDRBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/TouhouHoardBuff	TouhouHoardBuff	FargowiltasSouls.Content.Patreon.Tiger/TouhouHoardBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
